"Entidad","Periodo","Valor"
"Fondos de Prima Media","2022-11-30",2872773.728736
"Instituciones Oficiales Especiales","2022-11-30",18931252.0466688
"Ministerio de Hacienda y CP","2022-11-30",5300653.1466956
"Otros Fondos","2022-11-30",70602.46906
"Personas Juridicas","2022-11-30",1264985.699543
"Personas Naturales","2022-11-30",211265.6694994
"Proveedores de Infraestructura","2022-11-30",793388.0786644
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2022-12-31",260482.87275
"Banco de la Republica","2022-12-31",45426028.1942245
"Bancos Comerciales","2022-12-31",64398132.8487022
"Carteras Colectivas y Fondos Administrados","2022-12-31",4889203.9660281
"Comisionistas de Bolsa","2022-12-31",431625.6236941
"Compañias de Financiamiento Comercial","2022-12-31",35243.933
"Compañias de Seguros y Capitalizacion","2022-12-31",36406691.6305659
"Cooperativas Grado Super. Caracter Finan","2022-12-31",4000
"Corporaciones Financieras","2022-12-31",827585.9937401
"Entidades Publicas","2022-12-31",2084801.7505764
"Entidades sin Animo de Lucro","2022-12-31",372550.44673
"Fiducia Publica","2022-12-31",39643654.6188206
"Fondos de Capital Extranjero","2022-12-31",117967300.076604
"Fondos de Pensiones y Cesantias","2022-12-31",112657046.75092
"Fondos de Prima Media","2022-12-31",2875943.504928
"Instituciones Oficiales Especiales","2022-12-31",18793071.4027622
"Ministerio de Hacienda y CP","2022-12-31",1245008.3685268
"Otros Fondos","2022-12-31",68641.73213
"Personas Juridicas","2022-12-31",1231336.898411
"Personas Naturales","2022-12-31",196195.9971737
"Proveedores de Infraestructura","2022-12-31",802239.2726562
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-01-31",229196.3634
"Banco de la Republica","2023-01-31",45489389.503309
"Bancos Comerciales","2023-01-31",64962902.9175856
"Carteras Colectivas y Fondos Administrados","2023-01-31",5651173.6360742
"Comisionistas de Bolsa","2023-01-31",440392.501934
"Compañias de Financiamiento Comercial","2023-01-31",35277.106
"Compañias de Seguros y Capitalizacion","2023-01-31",38909337.6125072
"Cooperativas Grado Super. Caracter Finan","2023-01-31",3000
"Corporaciones Financieras","2023-01-31",1246729.6557846
"Entidades Publicas","2023-01-31",1388941.4309448
"Entidades sin Animo de Lucro","2023-01-31",371014.74636
"Fiducia Publica","2023-01-31",39841429.5083292
"Fondos de Capital Extranjero","2023-01-31",120491280.83397
"Fondos de Pensiones y Cesantias","2023-01-31",113312092.664751
"Fondos de Prima Media","2023-01-31",2958194.870696
"Instituciones Oficiales Especiales","2023-01-31",18735846.4605617
"Ministerio de Hacienda y CP","2023-01-31",1982269.9540682
"Otros Fondos","2023-01-31",67695.14066
"Personas Juridicas","2023-01-31",1222802.568234
"Personas Naturales","2023-01-31",193543.4873834
"Proveedores de Infraestructura","2023-01-31",852932.5188484
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-02-28",224739.807
"Banco de la Republica","2023-02-28",45579227.5997365
"Bancos Comerciales","2023-02-28",59098117.8008959
"Carteras Colectivas y Fondos Administrados","2023-02-28",5716586.1678122
"Comisionistas de Bolsa","2023-02-28",531539.938938
"Compañias de Financiamiento Comercial","2023-02-28",32000
"Compañias de Seguros y Capitalizacion","2023-02-28",39949036.8015275
"Cooperativas Grado Super. Caracter Finan","2023-02-28",3000
"Corporaciones Financieras","2023-02-28",1750783.4770562
"Entidades Publicas","2023-02-28",1390866.4205228
"Entidades sin Animo de Lucro","2023-02-28",385279.74621
"Fiducia Publica","2023-02-28",40188062.8683297
"Fondos de Capital Extranjero","2023-02-28",116321995.344224
"Fondos de Pensiones y Cesantias","2023-02-28",116251480.316448
"Fondos de Prima Media","2023-02-28",2385297.6332805
"Instituciones Oficiales Especiales","2023-02-28",17987098.7231326
"Ministerio de Hacienda y CP","2023-02-28",3380553.3908375
"Otros Fondos","2023-02-28",65270.86701
"Personas Juridicas","2023-02-28",1200086.7794482
"Personas Naturales","2023-02-28",184760.30979
"Proveedores de Infraestructura","2023-02-28",861490.47815
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-03-31",246056.60875
"Banco de la Republica","2023-03-31",42355988.1226425
"Bancos Comerciales","2023-03-31",60524334.2896315
"Carteras Colectivas y Fondos Administrados","2023-03-31",6192843.446399
"Comisionistas de Bolsa","2023-03-31",418537.8816375
"Compañias de Financiamiento Comercial","2023-03-31",32000
"Compañias de Seguros y Capitalizacion","2023-03-31",42089880.35372
"Cooperativas Grado Super. Caracter Finan","2023-03-31",3000
"Corporaciones Financieras","2023-03-31",2409299.939803
"Entidades Publicas","2023-03-31",1477040.741926
"Entidades sin Animo de Lucro","2023-03-31",465694.37695
"Fiducia Publica","2023-03-31",40795590.9359265
"Fondos de Capital Extranjero","2023-03-31",116287511.950094
"Fondos de Pensiones y Cesantias","2023-03-31",120954755.402796
"Fondos de Prima Media","2023-03-31",2433458.2266225
"Instituciones Oficiales Especiales","2023-03-31",18814260.041767
"Ministerio de Hacienda y CP","2023-03-31",3165566.0601515
"Otros Fondos","2023-03-31",69605.87845
"Personas Juridicas","2023-03-31",1250810.878025
"Personas Naturales","2023-03-31",176567.99635
"Proveedores de Infraestructura","2023-03-31",888041.63825
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-04-30",251080.9485
"Banco de la Republica","2023-04-30",42445977.6633405
"Bancos Comerciales","2023-04-30",58160199.8197533
"Carteras Colectivas y Fondos Administrados","2023-04-30",6466839.7231084
"Comisionistas de Bolsa","2023-04-30",512355.5195407
"Compañias de Financiamiento Comercial","2023-04-30",32000
"Compañias de Seguros y Capitalizacion","2023-04-30",43118852.1920725
"Cooperativas Grado Super. Caracter Finan","2023-04-30",3000
"Corporaciones Financieras","2023-04-30",2161766.8297948
"Entidades Publicas","2023-04-30",1410940.6126563
"Entidades sin Animo de Lucro","2023-04-30",470507.334245
"Fiducia Publica","2023-04-30",42312559.5537536
"Fondos de Capital Extranjero","2023-04-30",117659640.082065
"Fondos de Pensiones y Cesantias","2023-04-30",127394650.015805
"Fondos de Prima Media","2023-04-30",2842183.3270085
"Instituciones Oficiales Especiales","2023-04-30",18635834.0137222
"Ministerio de Hacienda y CP","2023-04-30",1328080.269526
"Otros Fondos","2023-04-30",63625.49747
"Personas Juridicas","2023-04-30",1244691.863175
"Personas Naturales","2023-04-30",176649.62621
"Proveedores de Infraestructura","2023-04-30",952146.12995
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-05-31",359153.16
"Banco de la Republica","2023-05-31",46057311.817279
"Bancos Comerciales","2023-05-31",56324302.8111094
"Carteras Colectivas y Fondos Administrados","2023-05-31",6926187.0259572
"Comisionistas de Bolsa","2023-05-31",496815.5904648
"Compañias de Financiamiento Comercial","2023-05-31",42383.258
"Compañias de Seguros y Capitalizacion","2023-05-31",44278963.791415
"Cooperativas Grado Super. Caracter Finan","2023-05-31",3000
"Corporaciones Financieras","2023-05-31",2530252.9250944
"Entidades Publicas","2023-05-31",1419744.4275288
"Entidades sin Animo de Lucro","2023-05-31",462602.0031
"Fiducia Publica","2023-05-31",42290512.6021498
"Fondos de Capital Extranjero","2023-05-31",116658515.633186
"Fondos de Pensiones y Cesantias","2023-05-31",131700884.308943
"Fondos de Prima Media","2023-05-31",2864769.118203
"Instituciones Oficiales Especiales","2023-05-31",18367335.8308596
"Ministerio de Hacienda y CP","2023-05-31",1926521.2003768
"Otros Fondos","2023-05-31",58068.7059
"Personas Juridicas","2023-05-31",1219058.3640602
"Personas Naturales","2023-05-31",171331.42178
"Proveedores de Infraestructura","2023-05-31",931750.9431
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-06-30",284565.7795
"Banco de la Republica","2023-06-30",47957671.8406995
"Bancos Comerciales","2023-06-30",57715181.5673021
"Carteras Colectivas y Fondos Administrados","2023-06-30",5740093.3436766
"Comisionistas de Bolsa","2023-06-30",502935.1218508
"Compañias de Financiamiento Comercial","2023-06-30",32000
"Compañias de Seguros y Capitalizacion","2023-06-30",44936795.2679015
"Cooperativas Grado Super. Caracter Finan","2023-06-30",3000
"Corporaciones Financieras","2023-06-30",3138309.7898578
"Entidades Publicas","2023-06-30",1465184.3806864
"Entidades sin Animo de Lucro","2023-06-30",504341.44704
"Fiducia Publica","2023-06-30",42434535.6325589
"Fondos de Capital Extranjero","2023-06-30",114659027.419514
"Fondos de Pensiones y Cesantias","2023-06-30",133455898.943973
"Fondos de Prima Media","2023-06-30",2880928.6460215
"Instituciones Oficiales Especiales","2023-06-30",17210113.8661738
"Ministerio de Hacienda y CP","2023-06-30",3475669.5200388
"Otros Fondos","2023-06-30",56490.15984
"Personas Juridicas","2023-06-30",1169810.28902
"Personas Naturales","2023-06-30",166401.853065
"Proveedores de Infraestructura","2023-06-30",940362.63815
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-07-31",457820.765
"Banco de la Republica","2023-07-31",50197117.62319
"Bancos Comerciales","2023-07-31",56705667.782344
"Carteras Colectivas y Fondos Administrados","2023-07-31",5568207.829592
"Comisionistas de Bolsa","2023-07-31",476099.907658
"Compañias de Financiamiento Comercial","2023-07-31",32000
"Compañias de Seguros y Capitalizacion","2023-07-31",45719636.01532
"Cooperativas Grado Super. Caracter Finan","2023-07-31",0
"Corporaciones Financieras","2023-07-31",3258166.069316
"Entidades Publicas","2023-07-31",1463554.475968
"Entidades sin Animo de Lucro","2023-07-31",501592.1048
"Fiducia Publica","2023-07-31",42194593.274018
"Fondos de Capital Extranjero","2023-07-31",112955159.913046
"Fondos de Pensiones y Cesantias","2023-07-31",134650680.251848
"Fondos de Prima Media","2023-07-31",2896557.51983
"Instituciones Oficiales Especiales","2023-07-31",17052333.499556
"Ministerio de Hacienda y CP","2023-07-31",7349951.033962
"Otros Fondos","2023-07-31",57496.3408
"Personas Juridicas","2023-07-31",1156128.1932
"Personas Naturales","2023-07-31",164142.9153
"Proveedores de Infraestructura","2023-07-31",940550.533
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-08-31",345519.001
"Banco de la Republica","2023-08-31",53614789.095522
"Bancos Comerciales","2023-08-31",58074085.490918
"Carteras Colectivas y Fondos Administrados","2023-08-31",6066537.8251696
"Comisionistas de Bolsa","2023-08-31",372017.2554992
"Compañias de Financiamiento Comercial","2023-08-31",32000
"Compañias de Seguros y Capitalizacion","2023-08-31",46364928.854256
"Cooperativas Grado Super. Caracter Finan","2023-08-31",0
"Corporaciones Financieras","2023-08-31",2641163.5658036
"Entidades Publicas","2023-08-31",1465717.9243584
"Entidades sin Animo de Lucro","2023-08-31",553787.3298
"Fiducia Publica","2023-08-31",43384979.4686244
"Fondos de Capital Extranjero","2023-08-31",111513775.424864
"Fondos de Pensiones y Cesantias","2023-08-31",135814731.294275
"Fondos de Prima Media","2023-08-31",2965527.666154
"Instituciones Oficiales Especiales","2023-08-31",17687747.3561768
"Ministerio de Hacienda y CP","2023-08-31",6005623.343142
"Otros Fondos","2023-08-31",56503.10304
"Personas Juridicas","2023-08-31",1149643.11244
"Personas Naturales","2023-08-31",157076.71274
"Proveedores de Infraestructura","2023-08-31",917586.7054
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-09-30",355162.6375
"Banco de la Republica","2023-09-30",53675816.698541
"Bancos Comerciales","2023-09-30",60136745.6528266
"Carteras Colectivas y Fondos Administrados","2023-09-30",6046925.1419768
"Comisionistas de Bolsa","2023-09-30",366161.016369
"Compañias de Financiamiento Comercial","2023-09-30",32000
"Compañias de Seguros y Capitalizacion","2023-09-30",47433051.082568
"Cooperativas Grado Super. Caracter Finan","2023-09-30",0
"Corporaciones Financieras","2023-09-30",2736385.456309
"Entidades Publicas","2023-09-30",1446079.397165
"Entidades sin Animo de Lucro","2023-09-30",610593.126872
"Fiducia Publica","2023-09-30",43646908.1666642
"Fondos de Capital Extranjero","2023-09-30",107079612.541712
"Fondos de Pensiones y Cesantias","2023-09-30",140127720.340628
"Fondos de Prima Media","2023-09-30",3006379.742997
"Instituciones Oficiales Especiales","2023-09-30",17343933.6565804
"Ministerio de Hacienda y CP","2023-09-30",5441886.9513276
"Otros Fondos","2023-09-30",59774.115306
"Personas Juridicas","2023-09-30",1228820.453736
"Personas Naturales","2023-09-30",162291.63157
"Proveedores de Infraestructura","2023-09-30",888202.1529
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-10-31",354896.91775
"Banco de la Republica","2023-10-31",51622254.3017695
"Bancos Comerciales","2023-10-31",61711848.9774937
"Carteras Colectivas y Fondos Administrados","2023-10-31",6328421.1172886
"Comisionistas de Bolsa","2023-10-31",334082.3524035
"Compañias de Financiamiento Comercial","2023-10-31",43364.8096
"Compañias de Seguros y Capitalizacion","2023-10-31",48364133.403186
"Cooperativas Grado Super. Caracter Finan","2023-10-31",0
"Corporaciones Financieras","2023-10-31",2763489.0424055
"Entidades Publicas","2023-10-31",1510793.6542675
"Entidades sin Animo de Lucro","2023-10-31",606890.076044
"Fiducia Publica","2023-10-31",45096572.8049535
"Fondos de Capital Extranjero","2023-10-31",107591002.890448
"Fondos de Pensiones y Cesantias","2023-10-31",142615076.775296
"Fondos de Prima Media","2023-10-31",3041044.8601815
"Instituciones Oficiales Especiales","2023-10-31",17690816.7583858
"Ministerio de Hacienda y CP","2023-10-31",3667669.7968753
"Otros Fondos","2023-10-31",60235.300187
"Personas Juridicas","2023-10-31",1105791.526344
"Personas Naturales","2023-10-31",154251.165315
"Proveedores de Infraestructura","2023-10-31",879914.50255
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-11-30",547722.8135
"Banco de la Republica","2023-11-30",47765477.919777
"Bancos Comerciales","2023-11-30",63586896.8673078
"Carteras Colectivas y Fondos Administrados","2023-11-30",7392838.9509856
"Comisionistas de Bolsa","2023-11-30",606990.690641
"Compañias de Financiamiento Comercial","2023-11-30",32000
"Compañias de Seguros y Capitalizacion","2023-11-30",49346907.715116
"Cooperativas Grado Super. Caracter Finan","2023-11-30",0
"Corporaciones Financieras","2023-11-30",3346068.076763
"Entidades Publicas","2023-11-30",1507868.3201694
"Entidades sin Animo de Lucro","2023-11-30",612448.413864
"Fiducia Publica","2023-11-30",45346877.735441
"Fondos de Capital Extranjero","2023-11-30",109074988.533526
"Fondos de Pensiones y Cesantias","2023-11-30",144984026.875891
"Fondos de Prima Media","2023-11-30",3092237.009189
"Instituciones Oficiales Especiales","2023-11-30",17525972.4761348
"Ministerio de Hacienda y CP","2023-11-30",1279927.6693738
"Otros Fondos","2023-11-30",63978.914522
"Personas Juridicas","2023-11-30",1232172.794884
"Personas Naturales","2023-11-30",156339.50154
"Proveedores de Infraestructura","2023-11-30",843520.0033
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2023-12-31",562818.0547
"Banco de la Republica","2023-12-31",46919988.974033
"Bancos Comerciales","2023-12-31",63911870.3756424
"Carteras Colectivas y Fondos Administrados","2023-12-31",7410386.4621482
"Comisionistas de Bolsa","2023-12-31",327980.976459
"Compañias de Financiamiento Comercial","2023-12-31",32000
"Compañias de Seguros y Capitalizacion","2023-12-31",51006426.835444
"Cooperativas Grado Super. Caracter Finan","2023-12-31",0
"Corporaciones Financieras","2023-12-31",2653378.036727
"Entidades Publicas","2023-12-31",1800944.8414284
"Entidades sin Animo de Lucro","2023-12-31",648061.278056
"Fiducia Publica","2023-12-31",44258248.305089
"Fondos de Capital Extranjero","2023-12-31",107561109.766152
"Fondos de Pensiones y Cesantias","2023-12-31",146488105.05456
"Fondos de Prima Media","2023-12-31",3215163.238181
"Instituciones Oficiales Especiales","2023-12-31",18246521.8051092
"Ministerio de Hacienda y CP","2023-12-31",738912.5256912
"Otros Fondos","2023-12-31",65084.240738
"Personas Juridicas","2023-12-31",1231103.651056
"Personas Naturales","2023-12-31",153366.25466
"Proveedores de Infraestructura","2023-12-31",811027.0457
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-01-31",585225.8415
"Banco de la Republica","2024-01-31",45852632.288905
"Bancos Comerciales","2024-01-31",66825612.325288
"Carteras Colectivas y Fondos Administrados","2024-01-31",8435469.303117
"Comisionistas de Bolsa","2024-01-31",367979.134925
"Compañias de Financiamiento Comercial","2024-01-31",39000
"Compañias de Seguros y Capitalizacion","2024-01-31",52176159.322301
"Cooperativas Grado Super. Caracter Finan","2024-01-31",0
"Corporaciones Financieras","2024-01-31",2876992.400335
"Entidades Publicas","2024-01-31",1981672.510194
"Entidades sin Animo de Lucro","2024-01-31",662724.80396
"Fiducia Publica","2024-01-31",43628606.522883
"Fondos de Capital Extranjero","2024-01-31",105011755.09039
"Fondos de Pensiones y Cesantias","2024-01-31",150124477.067047
"Fondos de Prima Media","2024-01-31",3238218.048085
"Instituciones Oficiales Especiales","2024-01-31",17550704.488922
"Ministerio de Hacienda y CP","2024-01-31",2844179.982792
"Otros Fondos","2024-01-31",70263.11283
"Personas Juridicas","2024-01-31",1302139.10046
"Personas Naturales","2024-01-31",165246.8681
"Proveedores de Infraestructura","2024-01-31",813385.8445
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-02-28",572572.82265
"Banco de la Republica","2024-02-28",42209543.3796015
"Bancos Comerciales","2024-02-28",68595839.6782213
"Carteras Colectivas y Fondos Administrados","2024-02-28",9210400.3008311
"Comisionistas de Bolsa","2024-02-28",373403.0024905
"Compañias de Financiamiento Comercial","2024-02-28",52359.9193826
"Compañias de Seguros y Capitalizacion","2024-02-28",53432687.1842873
"Cooperativas Grado Super. Caracter Finan","2024-02-28",0
"Corporaciones Financieras","2024-02-28",2734969.6812435
"Entidades Publicas","2024-02-28",2120839.2769722
"Entidades sin Animo de Lucro","2024-02-28",687984.377148
"Fiducia Publica","2024-02-28",44036559.9816424
"Fondos de Capital Extranjero","2024-02-28",105411241.659415
"Fondos de Pensiones y Cesantias","2024-02-28",153974856.105771
"Fondos de Prima Media","2024-02-28",3304394.4596855
"Instituciones Oficiales Especiales","2024-02-28",18325478.9271086
"Ministerio de Hacienda y CP","2024-02-28",2435304.8382396
"Otros Fondos","2024-02-28",74855.359329
"Personas Juridicas","2024-02-28",1429274.9044924
"Personas Naturales","2024-02-28",181575.43403
"Proveedores de Infraestructura","2024-02-28",882237.19535
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-03-31",656708.2554
"Banco de la Republica","2024-03-31",31115159.1806032
"Bancos Comerciales","2024-03-31",72462960.0624332
"Carteras Colectivas y Fondos Administrados","2024-03-31",9907994.2098852
"Comisionistas de Bolsa","2024-03-31",398808.116112
"Compañias de Financiamiento Comercial","2024-03-31",43307.5070328
"Compañias de Seguros y Capitalizacion","2024-03-31",54466515.9423752
"Cooperativas Grado Super. Caracter Finan","2024-03-31",0
"Corporaciones Financieras","2024-03-31",2259287.20359
"Entidades Publicas","2024-03-31",2078449.1994104
"Entidades sin Animo de Lucro","2024-03-31",762695.934536
"Fiducia Publica","2024-03-31",46267105.8342628
"Fondos de Capital Extranjero","2024-03-31",108087870.98191
"Fondos de Pensiones y Cesantias","2024-03-31",158290168.514761
"Fondos de Prima Media","2024-03-31",3337697.676186
"Instituciones Oficiales Especiales","2024-03-31",18502602.3067752
"Ministerio de Hacienda y CP","2024-03-31",5084297.1810984
"Otros Fondos","2024-03-31",79971.489828
"Personas Juridicas","2024-03-31",1470209.4611612
"Personas Naturales","2024-03-31",185556.41396
"Proveedores de Infraestructura","2024-03-31",961217.2392
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-04-30",595822.3969
"Banco de la Republica","2024-04-30",26787517.8478352
"Bancos Comerciales","2024-04-30",75484755.7578084
"Carteras Colectivas y Fondos Administrados","2024-04-30",10138618.5922094
"Comisionistas de Bolsa","2024-04-30",447230.5887974
"Compañias de Financiamiento Comercial","2024-04-30",43900
"Compañias de Seguros y Capitalizacion","2024-04-30",57250445.5822772
"Cooperativas Grado Super. Caracter Finan","2024-04-30",0
"Corporaciones Financieras","2024-04-30",2920485.847682
"Entidades Publicas","2024-04-30",1875681.9559744
"Entidades sin Animo de Lucro","2024-04-30",427806.906956
"Fiducia Publica","2024-04-30",46147565.881953
"Fondos de Capital Extranjero","2024-04-30",109116365.57631
"Fondos de Pensiones y Cesantias","2024-04-30",163613940.809302
"Fondos de Prima Media","2024-04-30",3428058.5248732
"Instituciones Oficiales Especiales","2024-04-30",19357423.8096772
"Ministerio de Hacienda y CP","2024-04-30",5015631.0916168
"Otros Fondos","2024-04-30",83486.490718
"Personas Juridicas","2024-04-30",1725395.5562614
"Personas Naturales","2024-04-30",193674.865644
"Proveedores de Infraestructura","2024-04-30",1069089.2427
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-05-31",597029.15605
"Banco de la Republica","2024-05-31",24354135.9505568
"Bancos Comerciales","2024-05-31",79073743.0252029
"Carteras Colectivas y Fondos Administrados","2024-05-31",10571775.3005411
"Comisionistas de Bolsa","2024-05-31",744363.2527299
"Compañias de Financiamiento Comercial","2024-05-31",82600
"Compañias de Seguros y Capitalizacion","2024-05-31",58991849.6965098
"Cooperativas Grado Super. Caracter Finan","2024-05-31",0
"Corporaciones Financieras","2024-05-31",3441348.7637652
"Entidades Publicas","2024-05-31",1928937.2591496
"Entidades sin Animo de Lucro","2024-05-31",449727.076304
"Fiducia Publica","2024-05-31",47213502.2905115
"Fondos de Capital Extranjero","2024-05-31",110390724.410908
"Fondos de Pensiones y Cesantias","2024-05-31",168449715.043363
"Fondos de Prima Media","2024-05-31",3432720.0541938
"Instituciones Oficiales Especiales","2024-05-31",20300400.2104398
"Ministerio de Hacienda y CP","2024-05-31",2317283.0107298
"Otros Fondos","2024-05-31",83662.803012
"Personas Juridicas","2024-05-31",1671216.150324
"Personas Naturales","2024-05-31",207698.920596
"Proveedores de Infraestructura","2024-05-31",1183310.84705
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-06-30",581046.0893
"Banco de la Republica","2024-06-30",24379351.0822496
"Bancos Comerciales","2024-06-30",81236016.7889273
"Carteras Colectivas y Fondos Administrados","2024-06-30",9830591.3467167
"Comisionistas de Bolsa","2024-06-30",476004.1654668
"Compañias de Financiamiento Comercial","2024-06-30",271583.0286538
"Compañias de Seguros y Capitalizacion","2024-06-30",60824960.3822911
"Cooperativas Grado Super. Caracter Finan","2024-06-30",0
"Corporaciones Financieras","2024-06-30",3666081.343004
"Entidades Publicas","2024-06-30",1943600.4722912
"Entidades sin Animo de Lucro","2024-06-30",443247.528688
"Fiducia Publica","2024-06-30",47577924.1643005
"Fondos de Capital Extranjero","2024-06-30",110312630.273001
"Fondos de Pensiones y Cesantias","2024-06-30",171047529.486759
"Fondos de Prima Media","2024-06-30",3580062.5380986
"Instituciones Oficiales Especiales","2024-06-30",20595627.1726056
"Ministerio de Hacienda y CP","2024-06-30",9171954.8373752
"Otros Fondos","2024-06-30",86092.989264
"Personas Juridicas","2024-06-30",1829836.3885648
"Personas Naturales","2024-06-30",213665.841912
"Proveedores de Infraestructura","2024-06-30",1248053.83335
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-07-31",605094.036
"Banco de la Republica","2024-07-31",26607670.0667904
"Bancos Comerciales","2024-07-31",82156537.279936
"Carteras Colectivas y Fondos Administrados","2024-07-31",9723173.0269008
"Comisionistas de Bolsa","2024-07-31",627629.1110416
"Compañias de Financiamiento Comercial","2024-07-31",377500
"Compañias de Seguros y Capitalizacion","2024-07-31",62180053.0810864
"Cooperativas Grado Super. Caracter Finan","2024-07-31",0
"Corporaciones Financieras","2024-07-31",4192015.0571552
"Entidades Publicas","2024-07-31",1932708.8885888
"Entidades sin Animo de Lucro","2024-07-31",455463.332512
"Fiducia Publica","2024-07-31",47568593.8122
"Fondos de Capital Extranjero","2024-07-31",108480146.355442
"Fondos de Pensiones y Cesantias","2024-07-31",173674735.124618
"Fondos de Prima Media","2024-07-31",3367145.6421664
"Instituciones Oficiales Especiales","2024-07-31",21425617.3913344
"Ministerio de Hacienda y CP","2024-07-31",3559446.4015008
"Otros Fondos","2024-07-31",87512.163536
"Personas Juridicas","2024-07-31",1390793.914688
"Personas Naturales","2024-07-31",198345.759888
"Proveedores de Infraestructura","2024-07-31",1361706.4504
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-08-31",529924.3904
"Banco de la Republica","2024-08-31",29889242.2287444
"Bancos Comerciales","2024-08-31",81108017.8768825
"Carteras Colectivas y Fondos Administrados","2024-08-31",10730798.4789563
"Comisionistas de Bolsa","2024-08-31",776236.8246499
"Compañias de Financiamiento Comercial","2024-08-31",557807.9
"Compañias de Seguros y Capitalizacion","2024-08-31",63481362.8349435
"Cooperativas Grado Super. Caracter Finan","2024-08-31",0
"Corporaciones Financieras","2024-08-31",4340288.4580975
"Entidades Publicas","2024-08-31",1925589.5513768
"Entidades sin Animo de Lucro","2024-08-31",466809.606693
"Fiducia Publica","2024-08-31",48066914.9677975
"Fondos de Capital Extranjero","2024-08-31",110593172.068506
"Fondos de Pensiones y Cesantias","2024-08-31",176539847.592869
"Fondos de Prima Media","2024-08-31",3445071.7486554
"Instituciones Oficiales Especiales","2024-08-31",20705275.2489368
"Ministerio de Hacienda y CP","2024-08-31",2773561.78849
"Otros Fondos","2024-08-31",90929.299621
"Personas Juridicas","2024-08-31",1439955.9425446
"Personas Naturales","2024-08-31",203684.596268
"Proveedores de Infraestructura","2024-08-31",1496711.96365
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-09-30",685862.30235
"Banco de la Republica","2024-09-30",32209228.3463476
"Bancos Comerciales","2024-09-30",84106857.2393529
"Carteras Colectivas y Fondos Administrados","2024-09-30",10552894.0138057
"Comisionistas de Bolsa","2024-09-30",1129589.4001711
"Compañias de Financiamiento Comercial","2024-09-30",761460.5
"Compañias de Seguros y Capitalizacion","2024-09-30",64950824.5878193
"Cooperativas Grado Super. Caracter Finan","2024-09-30",0
"Corporaciones Financieras","2024-09-30",4263413.2814839
"Entidades Publicas","2024-09-30",4385155.9340472
"Entidades sin Animo de Lucro","2024-09-30",458078.579612
"Fiducia Publica","2024-09-30",45949663.9654115
"Fondos de Capital Extranjero","2024-09-30",107833485.577216
"Fondos de Pensiones y Cesantias","2024-09-30",179391118.758179
"Fondos de Prima Media","2024-09-30",3474756.4936666
"Instituciones Oficiales Especiales","2024-09-30",21394361.5248872
"Ministerio de Hacienda y CP","2024-09-30",3469089.7656163
"Otros Fondos","2024-09-30",89257.029859
"Personas Juridicas","2024-09-30",1541850.459138
"Personas Naturales","2024-09-30",213664.489072
"Proveedores de Infraestructura","2024-09-30",1580041.93085
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-10-31",743696.9979
"Banco de la Republica","2024-10-31",32216591.7542104
"Bancos Comerciales","2024-10-31",84831850.4668504
"Carteras Colectivas y Fondos Administrados","2024-10-31",10551502.9342578
"Comisionistas de Bolsa","2024-10-31",1060415.8030294
"Compañias de Financiamiento Comercial","2024-10-31",886947.4
"Compañias de Seguros y Capitalizacion","2024-10-31",65984432.0307822
"Cooperativas Grado Super. Caracter Finan","2024-10-31",0
"Corporaciones Financieras","2024-10-31",4062267.3913906
"Entidades Publicas","2024-10-31",4240587.6600288
"Entidades sin Animo de Lucro","2024-10-31",497225.179946
"Fiducia Publica","2024-10-31",43542253.941821
"Fondos de Capital Extranjero","2024-10-31",107400958.264634
"Fondos de Pensiones y Cesantias","2024-10-31",183222510.135002
"Fondos de Prima Media","2024-10-31",3480764.7190364
"Instituciones Oficiales Especiales","2024-10-31",21398943.5665888
"Ministerio de Hacienda y CP","2024-10-31",4440010.7606932
"Otros Fondos","2024-10-31",91088.694286
"Personas Juridicas","2024-10-31",1785295.007084
